Item0   Comp FAIL! error percent: 86.263736%, golden result: 182.000000, dut result: 25.000000
Item1   Comp FAIL! error percent: 67.948718%, golden result: 78.000000, dut result: 25.000000
Item0   Comp FAIL! error percent: 96.240602%, golden result: 133.000000, dut result: 5.000000
Item1   Comp FAIL! error percent: 77.611940%, golden result: 134.000000, dut result: 30.000000
Item0   Comp FAIL! error percent: 38.931298%, golden result: 131.000000, dut result: 80.000000
Item1   Comp FAIL! error percent: 58.333333%, golden result: 84.000000, dut result: 35.000000
Item0   Comp FAIL! error percent: 57.894737%, golden result: 95.000000, dut result: 40.000000
Item1   Comp FAIL! error percent: 94.285714%, golden result: 175.000000, dut result: 10.000000
Item0   Comp FAIL! error percent: 52.229299%, golden result: 157.000000, dut result: 75.000000
Item1   Comp FAIL! error percent: 40.677966%, golden result: 118.000000, dut result: 70.000000
Item0   Comp FAIL! error percent: 27.710843%, golden result: 166.000000, dut result: 120.000000
Item1   Comp FAIL! error percent: 13.333333%, golden result: 120.000000, dut result: 104.000000
Item0   Comp FAIL! error percent: 72.826087%, golden result: 184.000000, dut result: 50.000000
Item1   Comp FAIL! error percent: 13.178295%, golden result: 129.000000, dut result: 112.000000
Item0   Comp FAIL! error percent: 40.131579%, golden result: 152.000000, dut result: 91.000000
Item1   Comp FAIL! error percent: 31.250000%, golden result: 112.000000, dut result: 77.000000
Item0   Comp FAIL! error percent: 98.095238%, golden result: 105.000000, dut result: 208.000000
Item1   Comp FAIL! error percent: 39.189189%, golden result: 148.000000, dut result: 90.000000
Item0   Comp FAIL! error percent: 16.279070%, golden result: 172.000000, dut result: 144.000000
Item1   Comp FAIL! error percent: 36.764706%, golden result: 204.000000, dut result: 129.000000
Item0   Comp Pass! error percent: 2.362205%, golden result: 127.000000, dut result: 124.000000
Item1   Comp FAIL! error percent: 6.923077%, golden result: 130.000000, dut result: 139.000000
Item0   Comp FAIL! error percent: 7.471264%, golden result: 174.000000, dut result: 161.000000
Item1   Comp FAIL! error percent: 34.459459%, golden result: 148.000000, dut result: 97.000000
Item0   Comp FAIL! error percent: 25.862069%, golden result: 116.000000, dut result: 146.000000
Item1   Comp FAIL! error percent: 13.793103%, golden result: 174.000000, dut result: 150.000000
Item0   Comp FAIL! error percent: 6.622517%, golden result: 151.000000, dut result: 141.000000
Item1   Comp FAIL! error percent: 57.017544%, golden result: 114.000000, dut result: 179.000000
Item0   Comp FAIL! error percent: 19.496855%, golden result: 159.000000, dut result: 190.000000
Item1   Comp FAIL! error percent: 36.516854%, golden result: 178.000000, dut result: 113.000000
Item0   Comp FAIL! error percent: 11.564626%, golden result: 147.000000, dut result: 164.000000
Item1   Comp FAIL! error percent: 33.333333%, golden result: 114.000000, dut result: 152.000000
Item0   Comp FAIL! error percent: 51.530612%, golden result: 196.000000, dut result: 95.000000
Item1   Comp FAIL! error percent: 70.000000%, golden result: 140.000000, dut result: 238.000000
Item0   Comp FAIL! error percent: 5.714286%, golden result: 175.000000, dut result: 185.000000
Item1   Comp FAIL! error percent: 46.060606%, golden result: 165.000000, dut result: 89.000000
Item0   Comp Pass! error percent: 0.671141%, golden result: 149.000000, dut result: 148.000000
Item1   Comp FAIL! error percent: 35.185185%, golden result: 162.000000, dut result: 105.000000
Item0   Comp FAIL! error percent: 8.074534%, golden result: 161.000000, dut result: 174.000000
Item1   Comp FAIL! error percent: 5.194805%, golden result: 154.000000, dut result: 162.000000
Item0   Comp FAIL! error percent: 49.107143%, golden result: 112.000000, dut result: 167.000000
Item1   Comp FAIL! error percent: 65.346535%, golden result: 202.000000, dut result: 70.000000
Item0   Comp FAIL! error percent: 55.769231%, golden result: 208.000000, dut result: 92.000000
Item1   Comp Pass! error percent: 1.226994%, golden result: 163.000000, dut result: 161.000000
Item0   Comp FAIL! error percent: 38.709677%, golden result: 155.000000, dut result: 95.000000
Item1   Comp FAIL! error percent: 11.170213%, golden result: 188.000000, dut result: 167.000000
Item0   Comp FAIL! error percent: 10.784314%, golden result: 204.000000, dut result: 182.000000
Item1   Comp FAIL! error percent: 43.884892%, golden result: 139.000000, dut result: 78.000000
Item0   Comp FAIL! error percent: 13200.000000%, golden result: 1.000000, dut result: 133.000000
